ticker,htm_url,year_published
MSFT,https://www.sec.gov/Archives/edgar/data/789019/000156459019027952/msft-10k_20190630.htm,2019
MSFT,https://www.sec.gov/Archives/edgar/data/789019/000156459018019062/msft-10k_20180630.htm,2018
MSFT,https://www.sec.gov/Archives/edgar/data/789019/000156459017014900/msft-10k_20170630.htm,2017
MSFT,https://www.sec.gov/Archives/edgar/data/789019/000119312516662209/d187868d10k.htm,2016
MSFT,https://www.sec.gov/Archives/edgar/data/789019/000119312515272806/d918813d10k.htm,2015
MSFT,https://www.sec.gov/Archives/edgar/data/789019/000119312514289961/d722626d10k.htm,2014
MSFT,https://www.sec.gov/Archives/edgar/data/789019/000119312513310206/d527745d10k.htm,2013
MSFT,https://www.sec.gov/Archives/edgar/data/789019/000119312512316848/d347676d10k.htm,2012
MSFT,https://www.sec.gov/Archives/edgar/data/789019/000119312511200680/d10k.htm,2011
MSFT,https://www.sec.gov/Archives/edgar/data/789019/000119312510171791/d10k.htm,2010
MSFT,https://www.sec.gov/Archives/edgar/data/789019/000119312509158735/d10k.htm,2009
MSFT,https://www.sec.gov/Archives/edgar/data/789019/000119312508162768/d10k.htm,2008
MSFT,https://www.sec.gov/Archives/edgar/data/789019/000119312507170817/d10k.htm,2007
MSFT,https://www.sec.gov/Archives/edgar/data/789019/000119312506180008/d10k.htm,2006
MSFT,https://www.sec.gov/Archives/edgar/data/789019/000119312505174825/d10k.htm,2005
MSFT,https://www.sec.gov/Archives/edgar/data/789019/000119312504150689/d10k.htm,2004
MSFT,https://www.sec.gov/Archives/edgar/data/789019/000119312503045632/d10k.htm,2003
MSFT,https://www.sec.gov/Archives/edgar/data/789019/000103221002001351/d10k.htm,2002
MSFT,https://www.sec.gov/Archives/edgar/data/789019/000103221001501099/d10k.txt,2001
MSFT,https://www.sec.gov/Archives/edgar/data/789019/000103221000001961/0001032210-00-001961-0001.txt,2000
MSFT,https://www.sec.gov/Archives/edgar/data/789019/000103221099001375/,1999
MSFT,https://www.sec.gov/Archives/edgar/data/789019/,1998
MSFT,https://www.sec.gov/Archives/edgar/data/789019/,1997
MSFT,https://www.sec.gov/Archives/edgar/data/789019/,1996
MSFT,https://www.sec.gov/Archives/edgar/data/789019/,1995
MSFT,https://www.sec.gov/Archives/edgar/data/789019/,1994
AMZN,https://www.sec.gov/ix?doc=/Archives/edgar/data/1018724/000101872421000004/amzn-20201231.htm,2021
AMZN,https://www.sec.gov/ix?doc=/Archives/edgar/data/1018724/000101872420000004/amzn-20191231x10k.htm,2020
AMZN,https://www.sec.gov/Archives/edgar/data/1018724/000101872419000004/amzn-20181231x10k.htm,2019
AMZN,https://www.sec.gov/Archives/edgar/data/1018724/000101872418000005/amzn-20171231x10k.htm,2018
AMZN,https://www.sec.gov/Archives/edgar/data/1018724/000101872417000011/amzn-20161231x10k.htm,2017
AMZN,https://www.sec.gov/Archives/edgar/data/1018724/000101872416000172/amzn-20151231x10k.htm,2016
AMZN,https://www.sec.gov/Archives/edgar/data/1018724/000101872415000006/amzn-20141231x10k.htm,2015
AMZN,https://www.sec.gov/Archives/edgar/data/1018724/000101872414000006/amzn-20131231x10k.htm,2014
AMZN,https://www.sec.gov/Archives/edgar/data/1018724/000119312513028520/d445434d10k.htm,2013
AMZN,https://www.sec.gov/Archives/edgar/data/1018724/000119312512032846/d269317d10k.htm,2012
AMZN,https://www.sec.gov/Archives/edgar/data/1018724/000119312511016253/d10k.htm,2011
AMZN,https://www.sec.gov/Archives/edgar/data/1018724/000119312510016098/d10k.htm,2010
AMZN,https://www.sec.gov/Archives/edgar/data/1018724/000119312509014406/d10k.htm,2009
AMZN,https://www.sec.gov/Archives/edgar/data/1018724/000119312508024707/d10k.htm,2008
AMZN,https://www.sec.gov/Archives/edgar/data/1018724/000119312507034081/d10k.htm,2007
AMZN,https://www.sec.gov/Archives/edgar/data/1018724/000119312506034166/d10k.htm,2006
AMZN,https://www.sec.gov/Archives/edgar/data/1018724/000119312505047032/d10k.htm,2005
AMZN,https://www.sec.gov/Archives/edgar/data/1018724/000119312504029488/d10k.htm,2004
AMZN,https://www.sec.gov/Archives/edgar/data/1018724/000095014903000355/v87419ore10vk.htm,2003
AMZN,https://www.sec.gov/Archives/edgar/data/1018724/000089102000000622/,2000
AMZN,https://www.sec.gov/Archives/edgar/data/1018724/,1999
FB,https://www.sec.gov/ix?doc=/Archives/edgar/data/1326801/000132680121000014/fb-20201231.htm,2021
FB,https://www.sec.gov/ix?doc=/Archives/edgar/data/1326801/000132680120000013/fb-12312019x10k.htm,2020
FB,https://www.sec.gov/Archives/edgar/data/1326801/000132680119000009/fb-12312018x10k.htm,2019
FB,https://www.sec.gov/Archives/edgar/data/1326801/000132680118000009/fb-12312017x10k.htm,2018
FB,https://www.sec.gov/Archives/edgar/data/1326801/000132680117000007/fb-12312016x10k.htm,2017
FB,https://www.sec.gov/Archives/edgar/data/1326801/000132680116000043/fb-12312015x10k.htm,2016
FB,https://www.sec.gov/Archives/edgar/data/1326801/000132680115000006/fb-12312014x10k.htm,2015
FB,https://www.sec.gov/Archives/edgar/data/1326801/000132680114000007/fb-12312013x10k.htm,2014
FB,https://www.sec.gov/Archives/edgar/data/1326801/000132680113000003/fb-12312012x10k.htm,2013
BRK-A,https://www.sec.gov/ix?doc=/Archives/edgar/data/1067983/000156459021009611/brka-10k_20201231.htm,2021
BRK-A,https://www.sec.gov/ix?doc=/Archives/edgar/data/1067983/000156459020005874/brka-10k_20191231.htm,2020
BRK-A,https://www.sec.gov/Archives/edgar/data/1067983/000119312519048926/d678758d10k.htm,2019
BRK-A,https://www.sec.gov/Archives/edgar/data/1067983/000119312518057033/d437858d10k.htm,2018
BRK-A,https://www.sec.gov/Archives/edgar/data/1067983/000119312517056969/d303001d10k.htm,2017
BRK-A,https://www.sec.gov/Archives/edgar/data/1067983/000119312516483023/d103603d10k.htm,2016
BRK-A,https://www.sec.gov/Archives/edgar/data/1067983/000119312515070966/d820461d10k.htm,2015
BRK-A,https://www.sec.gov/Archives/edgar/data/1067983/000119312514078778/d656225d10k.htm,2014
BRK-A,https://www.sec.gov/Archives/edgar/data/1067983/000119312513087679/d484968d10k.htm,2013
BRK-A,https://www.sec.gov/Archives/edgar/data/1067983/000119312512079022/d280149d10k.htm,2012
BRK-A,https://www.sec.gov/Archives/edgar/data/1067983/000119312511048914/d10k.htm,2011
BRK-A,https://www.sec.gov/Archives/edgar/data/1067983/000119312510043450/d10k.htm,2010
BRK-A,https://www.sec.gov/Archives/edgar/data/1067983/000119312509042055/d10k.htm,2009
BRK-A,https://www.sec.gov/Archives/edgar/data/1067983/000095013408003848/a38469e10vk.htm,2008
BRK-A,https://www.sec.gov/Archives/edgar/data/1067983/000095013407004573/a27718e10vk.htm,2007
BRK-A,https://www.sec.gov/Archives/edgar/data/1067983/000095012906002521/a18139e10vk.htm,2006
BRK-A,https://www.sec.gov/Archives/edgar/data/1067983/000095012905002423/a06623e10vk.htm,2005
BRK-A,https://www.sec.gov/Archives/edgar/data/1067983/000095015004000327/a97198e10vk.htm,2004
BRK-A,https://www.sec.gov/Archives/edgar/data/1067983/000095015003000377/a88664e10vk.htm,2003
BRK-A,https://www.sec.gov/Archives/edgar/data/1067983/000095015002000303/a80220e10-k.txt,2002
BRK-A,https://www.sec.gov/Archives/edgar/data/1067983/000095015001000114/a70817e10-k.txt,2001
BRK-A,https://www.sec.gov/Archives/edgar/data/1067983/000095015000000239/,2000
BRK-A,https://www.sec.gov/Archives/edgar/data/1067983/,1999
TSLA,https://www.sec.gov/ix?doc=/Archives/edgar/data/1318605/000156459021004599/tsla-10k_20201231.htm,2021
TSLA,https://www.sec.gov/ix?doc=/Archives/edgar/data/1318605/000156459020004475/tsla-10k_20191231.htm,2020
TSLA,https://www.sec.gov/Archives/edgar/data/1318605/000156459019003165/tsla-10k_20181231.htm,2019
TSLA,https://www.sec.gov/Archives/edgar/data/1318605/000156459018002956/tsla-10k_20171231.htm,2018
TSLA,https://www.sec.gov/Archives/edgar/data/1318605/000156459017003118/tsla-10k_20161231.htm,2017
TSLA,https://www.sec.gov/Archives/edgar/data/1318605/000156459016013195/tsla-10k_20151231.htm,2016
TSLA,https://www.sec.gov/Archives/edgar/data/1318605/000156459015001031/tsla-10k_20141231.htm,2015
TSLA,https://www.sec.gov/Archives/edgar/data/1318605/000119312514069681/d668062d10k.htm,2014
TSLA,https://www.sec.gov/Archives/edgar/data/1318605/000119312513096241/d452995d10k.htm,2013
TSLA,https://www.sec.gov/Archives/edgar/data/1318605/000119312512081990/d279413d10k.htm,2012
TSLA,https://www.sec.gov/Archives/edgar/data/1318605/000119312511054847/d10k.htm,2011
V,https://www.sec.gov/ix?doc=/Archives/edgar/data/1403161/000140316120000070/v-20200930.htm,2020
V,https://www.sec.gov/ix?doc=/Archives/edgar/data/1403161/000140316119000050/v093019form10k.htm,2019
V,https://www.sec.gov/Archives/edgar/data/1403161/000140316118000055/v093018.htm,2018
V,https://www.sec.gov/Archives/edgar/data/1403161/000140316117000044/v093017.htm,2017
V,https://www.sec.gov/Archives/edgar/data/1403161/000140316116000058/v093016.htm,2016
V,https://www.sec.gov/Archives/edgar/data/1403161/000140316115000013/v093015.htm,2015
V,https://www.sec.gov/Archives/edgar/data/1403161/000140316114000017/v09301410-k.htm,2014
V,https://www.sec.gov/Archives/edgar/data/1403161/000140316113000011/v09301310-k.htm,2013
V,https://www.sec.gov/Archives/edgar/data/1403161/000138410812000011/v09301210-k.htm,2012
V,https://www.sec.gov/Archives/edgar/data/1403161/000119312511315956/d218694d10k.htm,2011
V,https://www.sec.gov/Archives/edgar/data/1403161/000119312510265236/d10k.htm,2010
V,https://www.sec.gov/Archives/edgar/data/1403161/000119312509239249/d10k.htm,2009
V,https://www.sec.gov/Archives/edgar/data/1403161/000119312508240384/d10k.htm,2008
V,https://www.sec.gov/Archives/edgar/data/1403161/000119312507270394/d10k.htm,2007
JPM,https://www.sec.gov/ix?doc=/Archives/edgar/data/19617/000001961721000236/jpm-20201231.htm,2021
JPM,https://www.sec.gov/ix?doc=/Archives/edgar/data/19617/000001961720000257/corp10k2019.htm,2020
JPM,https://www.sec.gov/ix?doc=/Archives/edgar/data/19617/000001961719000054/corp10k2018.htm,2019
JPM,https://www.sec.gov/Archives/edgar/data/19617/000001961718000057/corp10k2017.htm,2018
JPM,https://www.sec.gov/Archives/edgar/data/19617/000001961717000314/corp10k2016.htm,2017
JPM,https://www.sec.gov/Archives/edgar/data/19617/000001961716000902/corp10k2015.htm,2016
JPM,https://www.sec.gov/Archives/edgar/data/19617/000001961715000272/corp10k2014.htm,2015
JPM,https://www.sec.gov/Archives/edgar/data/19617/000001961714000289/corp10k2013.htm,2014
JPM,https://www.sec.gov/Archives/edgar/data/19617/000001961713000221/corp10k2012.htm,2013
JPM,https://www.sec.gov/Archives/edgar/data/19617/000001961712000163/corp10k2011.htm,2012
JPM,https://www.sec.gov/Archives/edgar/data/19617/000095012311019773/y86143e10vk.htm,2011
JPM,https://www.sec.gov/Archives/edgar/data/19617/000095012310016029/e82150e10vk.htm,2010
JPM,https://www.sec.gov/Archives/edgar/data/19617/000095012309003840/y74757e10vk.htm,2009
JPM,https://www.sec.gov/Archives/edgar/data/19617/000119312508043536/d10k.htm,2008
JPM,https://www.sec.gov/Archives/edgar/data/19617/000095012307003015/y30834e10vk.htm,2007
JPM,https://www.sec.gov/Archives/edgar/data/19617/000095012306002875/y17599e10vk.htm,2006
JPM,https://www.sec.gov/Archives/edgar/data/19617/000095012305002539/y05475e10vk.htm,2005
JPM,https://www.sec.gov/Archives/edgar/data/19617/000095012304002022/y94051e10vk.htm,2004
JPM,https://www.sec.gov/Archives/edgar/data/19617/000095012303002985/y83354e10vk.htm,2003
JPM,https://www.sec.gov/Archives/edgar/data/19617/000095012300002204/,2000
JPM,https://www.sec.gov/Archives/edgar/data/19617/,1997
JPM,https://www.sec.gov/Archives/edgar/data/19617/,1994
JNJ,https://www.sec.gov/ix?doc=/Archives/edgar/data/200406/000020040621000008/jnj-20210103.htm,2021
JNJ,https://www.sec.gov/ix?doc=/Archives/edgar/data/200406/000020040620000010/form10-k20191229.htm,2020
JNJ,https://www.sec.gov/Archives/edgar/data/200406/000020040619000009/form10-k20181230.htm,2019
JNJ,https://www.sec.gov/Archives/edgar/data/200406/000020040618000005/form10-k20171231.htm,2018
JNJ,https://www.sec.gov/Archives/edgar/data/200406/000020040617000006/form10-k20170101.htm,2017
JNJ,https://www.sec.gov/Archives/edgar/data/200406/000020040616000071/form10-k20160103.htm,2016
JNJ,https://www.sec.gov/Archives/edgar/data/200406/000020040615000004/a2014122810-k.htm,2015
JNJ,https://www.sec.gov/Archives/edgar/data/200406/000020040614000033/a2013122910-k.htm,2014
JNJ,https://www.sec.gov/Archives/edgar/data/200406/000020040613000038/a2012123010-k.htm,2013
JNJ,https://www.sec.gov/Archives/edgar/data/200406/000119312512075565/d281803d10k.htm,2012
JNJ,https://www.sec.gov/Archives/edgar/data/200406/000095012311018128/y86310ke10vk.htm,2011
JNJ,https://www.sec.gov/Archives/edgar/data/200406/000095012310019392/y80744e10vk.htm,2010
JNJ,https://www.sec.gov/Archives/edgar/data/200406/000095012309003187/y74152e10vk.htm,2009
JNJ,https://www.sec.gov/Archives/edgar/data/200406/000095012308002130/y47910e10vk.htm,2008
JNJ,https://www.sec.gov/Archives/edgar/data/200406/000095012307002542/y29901e10vk.htm,2007
JNJ,https://www.sec.gov/Archives/edgar/data/200406/000095012306003129/y17887e10vk.htm,2006
JNJ,https://www.sec.gov/Archives/edgar/data/200406/000095012305003140/y06203e10vk.txt,2005
JNJ,https://www.sec.gov/Archives/edgar/data/200406/000095012304003155/y94471e10vk.txt,2004
JNJ,https://www.sec.gov/Archives/edgar/data/200406/000095012303002936/y83983e10vk.txt,2003
JNJ,https://www.sec.gov/Archives/edgar/data/200406/000095012302002712/y58008e10-k.txt,2002
JNJ,https://www.sec.gov/Archives/edgar/data/200406/,1999
JNJ,https://www.sec.gov/Archives/edgar/data/200406/,1994
WMT,https://www.sec.gov/ix?doc=/Archives/edgar/data/104169/000010416921000033/wmt-20210131.htm,2021
WMT,https://www.sec.gov/ix?doc=/Archives/edgar/data/104169/000010416920000011/wmtform10-kx1312020.htm,2020
WMT,https://www.sec.gov/Archives/edgar/data/104169/000010416919000016/wmtform10-kx1312019.htm,2019
WMT,https://www.sec.gov/Archives/edgar/data/104169/000010416918000028/wmtform10-kx1312018.htm,2018
WMT,https://www.sec.gov/Archives/edgar/data/104169/000010416917000021/wmtform10-kx1312017.htm,2017
WMT,https://www.sec.gov/Archives/edgar/data/104169/000010416916000079/wmtform10-kx1312016.htm,2016
WMT,https://www.sec.gov/Archives/edgar/data/104169/000010416915000011/wmtform10-kx13115.htm,2015
WMT,https://www.sec.gov/Archives/edgar/data/104169/000010416914000019/wmtform10-kx13114.htm,2014
WMT,https://www.sec.gov/Archives/edgar/data/104169/000010416913000011/wmt10-k.htm,2013
WMT,https://www.sec.gov/Archives/edgar/data/104169/000119312512134679/d270972d10k.htm,2012
WMT,https://www.sec.gov/Archives/edgar/data/104169/000119312511083157/d10k.htm,2011
WMT,https://www.sec.gov/Archives/edgar/data/104169/000119312510071652/d10k.htm,2010
WMT,https://www.sec.gov/Archives/edgar/data/104169/000010416909000006/d10k.htm,2009
WMT,https://www.sec.gov/Archives/edgar/data/104169/000119312508071085/d10k.htm,2008
WMT,https://www.sec.gov/Archives/edgar/data/104169/000119312507065603/d10k.htm,2007
WMT,https://www.sec.gov/Archives/edgar/data/104169/000119312506066792/d10k.htm,2006
WMT,https://www.sec.gov/Archives/edgar/data/104169/000119312505066992/d10k.htm,2005
WMT,https://www.sec.gov/Archives/edgar/data/104169/000119312504059900/d10k.htm,2004
WMT,https://www.sec.gov/Archives/edgar/data/104169/000010416903000005/final10-k.htm,2003
WMT,https://www.sec.gov/Archives/edgar/data/104169/000010416902000004/final10-k.htm,2002
WMT,https://www.sec.gov/Archives/edgar/data/104169/000102140801500118/d10k.htm,2001
WMT,https://www.sec.gov/Archives/edgar/data/104169/000010416900000002/0000104169-00-000002-d1.html,2000
WMT,https://www.sec.gov/Archives/edgar/data/104169/,1999
WMT,https://www.sec.gov/Archives/edgar/data/104169/,1998
WMT,https://www.sec.gov/Archives/edgar/data/104169/,1997
WMT,https://www.sec.gov/Archives/edgar/data/104169/,1996
WMT,https://www.sec.gov/Archives/edgar/data/104169/,1995
UNH,https://www.sec.gov/ix?doc=/Archives/edgar/data/731766/000073176621000013/unh-20201231.htm,2021
UNH,https://www.sec.gov/ix?doc=/Archives/edgar/data/731766/000073176620000006/unh2019123110-k.htm,2020
UNH,https://www.sec.gov/Archives/edgar/data/731766/000073176619000005/unh2018123110-k.htm,2019
UNH,https://www.sec.gov/Archives/edgar/data/731766/000073176618000005/unh2017123110-k.htm,2018
UNH,https://www.sec.gov/Archives/edgar/data/731766/000073176617000009/unh2016123110-k.htm,2017
UNH,https://www.sec.gov/Archives/edgar/data/731766/000073176616000058/unh2015123110-k.htm,2016
UNH,https://www.sec.gov/Archives/edgar/data/731766/000073176615000007/unh2014123110-k.htm,2015
UNH,https://www.sec.gov/Archives/edgar/data/731766/000073176614000008/unh2013123110-k.htm,2014
UNH,https://www.sec.gov/Archives/edgar/data/731766/000073176613000005/unh2012123110-k.htm,2013
UNH,https://www.sec.gov/Archives/edgar/data/731766/000073176612000009/unh2011123110k.htm,2012
UNH,https://www.sec.gov/Archives/edgar/data/731766/000119312511030615/d10k.htm,2011
UNH,https://www.sec.gov/Archives/edgar/data/731766/000119312510027229/d10k.htm,2010
UNH,https://www.sec.gov/Archives/edgar/data/731766/000119312509025587/d10k.htm,2009
UNH,https://www.sec.gov/Archives/edgar/data/731766/000119312508035391/d10k.htm,2008
UNH,https://www.sec.gov/Archives/edgar/data/731766/000119312507046861/d10k.htm,2007
UNH,https://www.sec.gov/Archives/edgar/data/731766/000119312506038949/d10k.htm,2006
UNH,https://www.sec.gov/Archives/edgar/data/731766/000119312505039947/d10k.htm,2005
UNH,https://www.sec.gov/Archives/edgar/data/731766/000095013404003522/c82635e10vk.htm,2004
UNH,https://www.sec.gov/Archives/edgar/data/731766/000095013403004178/c74996e10vk.htm,2003
UNH,https://www.sec.gov/Archives/edgar/data/731766/000095013702001930/c68469e10-k.htm,2002
UNH,https://www.sec.gov/Archives/edgar/data/731766/000091205701505867/a2041963z10-k.htm,2001
UNH,https://www.sec.gov/Archives/edgar/data/731766/000091205700014911/0000912057-00-014911-d1.html,2000
UNH,https://www.sec.gov/Archives/edgar/data/731766/,1999
UNH,https://www.sec.gov/Archives/edgar/data/731766/,1997
NVDA,https://www.sec.gov/ix?doc=/Archives/edgar/data/1045810/000104581021000010/nvda-20210131.htm,2021
NVDA,https://www.sec.gov/ix?doc=/Archives/edgar/data/1045810/000104581020000010/nvda-2020x10k.htm,2020
NVDA,https://www.sec.gov/Archives/edgar/data/1045810/000104581019000023/nvda-2019x10k.htm,2019
NVDA,https://www.sec.gov/Archives/edgar/data/1045810/000104581018000010/nvda-2018x10k.htm,2018
NVDA,https://www.sec.gov/Archives/edgar/data/1045810/000104581017000027/nvda-2017x10k.htm,2017
NVDA,https://www.sec.gov/Archives/edgar/data/1045810/000104581016000205/nvda-2016x10k.htm,2016
NVDA,https://www.sec.gov/Archives/edgar/data/1045810/000104581015000036/nvda-2015x10k.htm,2015
NVDA,https://www.sec.gov/Archives/edgar/data/1045810/000104581014000030/nvda-2014x10k.htm,2014
NVDA,https://www.sec.gov/Archives/edgar/data/1045810/000104581013000008/nvda-2013x10k.htm,2013
NVDA,https://www.sec.gov/Archives/edgar/data/1045810/000104581012000013/nvda-2012x10k.htm,2012
NVDA,https://www.sec.gov/Archives/edgar/data/1045810/000104581011000015/fy2011form10k.htm,2011
NVDA,https://www.sec.gov/Archives/edgar/data/1045810/000104581010000006/fy2010form10k.htm,2010
NVDA,https://www.sec.gov/Archives/edgar/data/1045810/000104581009000013/fy2009form10k.htm,2009
NVDA,https://www.sec.gov/Archives/edgar/data/1045810/000104581008000011/fy2008annualreportonform10k.htm,2008
NVDA,https://www.sec.gov/Archives/edgar/data/1045810/000104581007000008/fy2007annualreportonform10-k.htm,2007
NVDA,https://www.sec.gov/Archives/edgar/data/1045810/000104581006000014/fy2006annualreportonform10-k.htm,2006
NVDA,https://www.sec.gov/Archives/edgar/data/1045810/000104581005000008/annualreport.htm,2005
NVDA,https://www.sec.gov/Archives/edgar/data/1045810/000104581004000007/annualreport.htm,2004
NVDA,https://www.sec.gov/Archives/edgar/data/1045810/000104596903001196/d10k.htm,2003
NVDA,https://www.sec.gov/Archives/edgar/data/1045810/000101287002002262/d10k.htm,2002
PG,https://www.sec.gov/ix?doc=/Archives/edgar/data/80424/000008042420000053/pg-20200630.htm,2020
PG,https://www.sec.gov/ix?doc=/Archives/edgar/data/80424/000008042419000050/fy181910-kreport.htm,2019
PG,https://www.sec.gov/ix?doc=/Archives/edgar/data/80424/000008042418000055/fy171810-kreport.htm,2018
PG,https://www.sec.gov/Archives/edgar/data/80424/000008042417000047/fy161710-kreport.htm,2017
PG,https://www.sec.gov/Archives/edgar/data/80424/000008042416000212/fy151610-kreport.htm,2016
PG,https://www.sec.gov/Archives/edgar/data/80424/000008042415000070/fy141510-kreport.htm,2015
PG,https://www.sec.gov/Archives/edgar/data/80424/000008042414000057/fy201410kannualreport.htm,2014
PG,https://www.sec.gov/Archives/edgar/data/80424/000008042413000063/fy201310kannualreport.htm,2013
PG,https://www.sec.gov/Archives/edgar/data/80424/000008042412000063/fy2012financialstatementsf.htm,2012
PG,https://www.sec.gov/Archives/edgar/data/80424/000008042411000014/fy1110k.htm,2011
PG,https://www.sec.gov/Archives/edgar/data/80424/000119312510188769/d10k.htm,2010
PG,https://www.sec.gov/Archives/edgar/data/80424/000119312509175986/d10k.htm,2009
PG,https://www.sec.gov/Archives/edgar/data/80424/000095015208006832/l32996ae10vk.htm,2008
PG,https://www.sec.gov/Archives/edgar/data/80424/000095015207007152/l27490ae10vk.htm,2007
PG,https://www.sec.gov/Archives/edgar/data/80424/000095015206007291/l21828ae10vk.htm,2006
PG,https://www.sec.gov/Archives/edgar/data/80424/000095015205007351/l15436ae10vk.htm,2005
PG,https://www.sec.gov/Archives/edgar/data/80424/000095015204006777/l09389ae10vk.htm,2004
PG,https://www.sec.gov/Archives/edgar/data/80424/000095015203008195/l02788ae10vk.htm,2003
PG,https://www.sec.gov/Archives/edgar/data/80424/000095015202006968/l96166ae10vk.htm,2002
PG,https://www.sec.gov/Archives/edgar/data/80424/000095015201504449/l90238ae10-k.htm,2001
PG,https://www.sec.gov/Archives/edgar/data/80424/000008042400000040/0000080424-00-000040-0001.txt,2000
PG,https://www.sec.gov/Archives/edgar/data/80424/000008042499000027/,1999
PG,https://www.sec.gov/Archives/edgar/data/80424/,1998
PG,https://www.sec.gov/Archives/edgar/data/80424/,1997
PG,https://www.sec.gov/Archives/edgar/data/80424/,1996
PG,https://www.sec.gov/Archives/edgar/data/80424/,1995
PG,https://www.sec.gov/Archives/edgar/data/80424/,1994
DIS,https://www.sec.gov/ix?doc=/Archives/edgar/data/1744489/000174448920000197/dis-20201003.htm,2020
DIS,https://www.sec.gov/ix?doc=/Archives/edgar/data/1744489/000174448919000225/fy2019q410k.htm,2019
PYPL,https://www.sec.gov/ix?doc=/Archives/edgar/data/1633917/000163391721000018/pypl-20201231.htm,2021
PYPL,https://www.sec.gov/ix?doc=/Archives/edgar/data/1633917/000163391720000028/pypl201910-k.htm,2020
PYPL,https://www.sec.gov/Archives/edgar/data/1633917/000163391719000043/pypl201810-k.htm,2019
PYPL,https://www.sec.gov/Archives/edgar/data/1633917/000163391718000029/pypl201710-k.htm,2018
PYPL,https://www.sec.gov/Archives/edgar/data/1633917/000163391717000027/pypl201610-k.htm,2017
PYPL,https://www.sec.gov/Archives/edgar/data/1633917/000163391716000113/pypl201510-k.htm,2016
CMCSA,https://www.sec.gov/ix?doc=/Archives/edgar/data/1166691/000116669121000008/cmcsa-20201231.htm,2021
CMCSA,https://www.sec.gov/ix?doc=/Archives/edgar/data/902739/000116669120000008/cmcsa-12312019x10k.htm,2020
CMCSA,https://www.sec.gov/Archives/edgar/data/902739/000116669119000005/cmcsa-12312018x10k.htm,2019
CMCSA,https://www.sec.gov/Archives/edgar/data/902739/000116669118000004/cmcsa-12312017x10k.htm,2018
CMCSA,https://www.sec.gov/Archives/edgar/data/902739/000119312517030512/d290430d10k.htm,2017
CMCSA,https://www.sec.gov/Archives/edgar/data/902739/000119312516452423/d49239d10k.htm,2016
CMCSA,https://www.sec.gov/Archives/edgar/data/902739/000119312515068526/d817352d10k.htm,2015
CMCSA,https://www.sec.gov/Archives/edgar/data/902739/000119312514047522/d666576d10k.htm,2014
CMCSA,https://www.sec.gov/Archives/edgar/data/1166691/000119312513067658/d458593d10k.htm,2013
CMCSA,https://www.sec.gov/Archives/edgar/data/1166691/000119312512073905/d262998d10k.htm,2012
CMCSA,https://www.sec.gov/Archives/edgar/data/1166691/000119312511047243/d10k.htm,2011
CMCSA,https://www.sec.gov/Archives/edgar/data/1166691/000119312510037551/d10k.htm,2010
CMCSA,https://www.sec.gov/Archives/edgar/data/1166691/000119312509033975/d10k.htm,2009
